ID,Form_ID,Alternation_ID,Alternation_Occurs,Comment,Derived_Code_Frame_ID,Example_IDs
115149,jakarta-indonesian-put-1,11229595746,Never,,,
115328,jakarta-indonesian-put-1,11230050459,Never,,,
92561,jakarta-indonesian-tie-1,2536502674,Never,,,
93146,jakarta-indonesian-tie-1,2536565802,Regularly,,,
93410,jakarta-indonesian-tie-1,2536611442,Regularly,,,
93497,jakarta-indonesian-tie-1,2536636707,Regularly,,,
93674,jakarta-indonesian-tie-1,2536679091,Regularly,,,
93938,jakarta-indonesian-tie-1,2536862557,Never,,,
93023,jakarta-indonesian-tie-1,2536890892,Never,,,
94205,jakarta-indonesian-tie-1,2536965941,Never,,,
94293,jakarta-indonesian-tie-1,2537041837,Never,,,
94380,jakarta-indonesian-tie-1,2537065358,Never,,,
94469,jakarta-indonesian-tie-1,2537076434,Never,,,
94557,jakarta-indonesian-tie-1,2537123503,Never,,,
94645,jakarta-indonesian-tie-1,2537138692,Never,,,
94735,jakarta-indonesian-tie-1,2537173482,Never,,,
94824,jakarta-indonesian-tie-1,2537254508,Never,,,
95002,jakarta-indonesian-tie-1,2537323387,Never,,,
95091,jakarta-indonesian-tie-1,2537337702,Never,,,
95180,jakarta-indonesian-tie-1,2537355086,Never,,,
95269,jakarta-indonesian-tie-1,2537383264,Never,,,
92769,jakarta-indonesian-tie-1,2537388843,Never,,,
95362,jakarta-indonesian-tie-1,2597386238,Never,,,
115047,jakarta-indonesian-tie-1,11229214737,Never,,,
115150,jakarta-indonesian-tie-1,11229595746,Never,,,
115329,jakarta-indonesian-tie-1,11230050459,Never,,,
92562,jakarta-indonesian-pour-1,2536502674,Never,,,
93147,jakarta-indonesian-pour-1,2536565802,Regularly,,,
93411,jakarta-indonesian-pour-1,2536611442,Regularly,,,
93498,jakarta-indonesian-pour-1,2536636707,Never,,,
92518,jakarta-indonesian-pour-1,2536679091,Regularly,,,jakarta-indonesian-28
93939,jakarta-indonesian-pour-1,2536862557,Never,,,
93024,jakarta-indonesian-pour-1,2536890892,Never,,,
94206,jakarta-indonesian-pour-1,2536965941,Never,,,
94294,jakarta-indonesian-pour-1,2537041837,Never,,,
94381,jakarta-indonesian-pour-1,2537065358,Never,,,
94470,jakarta-indonesian-pour-1,2537076434,Never,,,
94558,jakarta-indonesian-pour-1,2537123503,Never,,,
94646,jakarta-indonesian-pour-1,2537138692,Regularly,,,
94736,jakarta-indonesian-pour-1,2537173482,Never,,,
94825,jakarta-indonesian-pour-1,2537254508,Never,,,
95003,jakarta-indonesian-pour-1,2537323387,Never,,,
95092,jakarta-indonesian-pour-1,2537337702,Never,,,
95181,jakarta-indonesian-pour-1,2537355086,Never,,,
95270,jakarta-indonesian-pour-1,2537383264,Never,,,
92770,jakarta-indonesian-pour-1,2537388843,Never,,,
95363,jakarta-indonesian-pour-1,2597386238,Regularly,,,
115048,jakarta-indonesian-pour-1,11229214737,Never,,,
115151,jakarta-indonesian-pour-1,11229595746,Never,,,
115330,jakarta-indonesian-pour-1,11230050459,Regularly,,,
92563,jakarta-indonesian-throw-1,2536502674,Never,,,
93148,jakarta-indonesian-throw-1,2536565802,Regularly,,,
93412,jakarta-indonesian-throw-1,2536611442,Regularly,,,
93499,jakarta-indonesian-throw-1,2536636707,Never,,,
93675,jakarta-indonesian-throw-1,2536679091,Never,,,
93940,jakarta-indonesian-throw-1,2536862557,Never,,,
93025,jakarta-indonesian-throw-1,2536890892,Never,,,
94207,jakarta-indonesian-throw-1,2536965941,Never,,,
94295,jakarta-indonesian-throw-1,2537041837,Never,,,
94382,jakarta-indonesian-throw-1,2537065358,Regularly,,,
92528,jakarta-indonesian-throw-1,2537076434,Regularly,,,jakarta-indonesian-37
94559,jakarta-indonesian-throw-1,2537123503,Never,,,
94647,jakarta-indonesian-throw-1,2537138692,Regularly,,,
92551,jakarta-indonesian-throw-1,2537173482,Never,"<SPAN STYLE= """" >used as the basic form</SPAN>",,
94826,jakarta-indonesian-throw-1,2537254508,Never,,,
95004,jakarta-indonesian-throw-1,2537323387,Never,,,
95093,jakarta-indonesian-throw-1,2537337702,Never,,,
95182,jakarta-indonesian-throw-1,2537355086,Never,,,
95271,jakarta-indonesian-throw-1,2537383264,Never,,,
92771,jakarta-indonesian-throw-1,2537388843,Never,,,
95364,jakarta-indonesian-throw-1,2597386238,Regularly,,,
115049,jakarta-indonesian-throw-1,11229214737,Never,,,
115152,jakarta-indonesian-throw-1,11229595746,Never,,,
115331,jakarta-indonesian-throw-1,11230050459,Regularly,,,
92564,jakarta-indonesian-carry-1,2536502674,Never,,,
93149,jakarta-indonesian-carry-1,2536565802,Regularly,,,
93413,jakarta-indonesian-carry-1,2536611442,Regularly,,,
93500,jakarta-indonesian-carry-1,2536636707,Never,,,
93676,jakarta-indonesian-carry-1,2536679091,Never,,,
93941,jakarta-indonesian-carry-1,2536862557,Never,,,
93026,jakarta-indonesian-carry-1,2536890892,Never,,,
94208,jakarta-indonesian-carry-1,2536965941,Never,,,
94296,jakarta-indonesian-carry-1,2537041837,Never,,,
94383,jakarta-indonesian-carry-1,2537065358,Never,,,
94471,jakarta-indonesian-carry-1,2537076434,Never,,,
94560,jakarta-indonesian-carry-1,2537123503,Never,,,
94648,jakarta-indonesian-carry-1,2537138692,Regularly,,,jakarta-indonesian-9
94737,jakarta-indonesian-carry-1,2537173482,Never,,,
94827,jakarta-indonesian-carry-1,2537254508,Never,,,
95005,jakarta-indonesian-carry-1,2537323387,Never,,,
95094,jakarta-indonesian-carry-1,2537337702,Never,,,
95183,jakarta-indonesian-carry-1,2537355086,Never,,,
95272,jakarta-indonesian-carry-1,2537383264,Never,,,
92558,jakarta-indonesian-carry-1,2537388843,Regularly,,,jakarta-indonesian-47
95365,jakarta-indonesian-carry-1,2597386238,Regularly,,,jakarta-indonesian-181
115050,jakarta-indonesian-carry-1,11229214737,Never,,,
115153,jakarta-indonesian-carry-1,11229595746,Never,,,
115332,jakarta-indonesian-carry-1,11230050459,Regularly,,,jakarta-indonesian-8
92565,jakarta-indonesian-send-1,2536502674,Never,,,
93150,jakarta-indonesian-send-1,2536565802,Regularly,,,
93414,jakarta-indonesian-send-1,2536611442,Marginally,,,
93501,jakarta-indonesian-send-1,2536636707,Never,,,
93677,jakarta-indonesian-send-1,2536679091,Never,,,
93942,jakarta-indonesian-send-1,2536862557,Never,,,
93027,jakarta-indonesian-send-1,2536890892,Never,,,
94209,jakarta-indonesian-send-1,2536965941,Never,,,
94297,jakarta-indonesian-send-1,2537041837,Regularly,,,
94384,jakarta-indonesian-send-1,2537065358,Never,,,
94472,jakarta-indonesian-send-1,2537076434,Never,,,
92529,jakarta-indonesian-send-1,2537123503,Regularly,,,jakarta-indonesian-38
94649,jakarta-indonesian-send-1,2537138692,Regularly,,,jakarta-indonesian-180
94738,jakarta-indonesian-send-1,2537173482,Regularly,,,
94828,jakarta-indonesian-send-1,2537254508,Regularly,,,
95006,jakarta-indonesian-send-1,2537323387,Never,,,
95095,jakarta-indonesian-send-1,2537337702,Never,,,
95184,jakarta-indonesian-send-1,2537355086,Never,,,
95273,jakarta-indonesian-send-1,2537383264,Never,,,
92772,jakarta-indonesian-send-1,2537388843,Regularly,,,
95366,jakarta-indonesian-send-1,2597386238,Regularly,,,
115051,jakarta-indonesian-send-1,11229214737,Never,,,
115154,jakarta-indonesian-send-1,11229595746,Never,,,
115333,jakarta-indonesian-send-1,11230050459,Never,,,
92566,jakarta-indonesian-give-1,2536502674,Never,,,
93151,jakarta-indonesian-give-1,2536565802,Regularly,,,
93415,jakarta-indonesian-give-1,2536611442,Regularly,,,
93502,jakarta-indonesian-give-1,2536636707,Never,,,
93678,jakarta-indonesian-give-1,2536679091,Never,,,
93943,jakarta-indonesian-give-1,2536862557,Regularly,,,
92522,jakarta-indonesian-give-1,2536890892,Regularly,,,jakarta-indonesian-31
94210,jakarta-indonesian-give-1,2536965941,Never,,,
94298,jakarta-indonesian-give-1,2537041837,Never,,,
94385,jakarta-indonesian-give-1,2537065358,Never,,,
94473,jakarta-indonesian-give-1,2537076434,Never,,,
94561,jakarta-indonesian-give-1,2537123503,Regularly,,,
94650,jakarta-indonesian-give-1,2537138692,Regularly,,,
94739,jakarta-indonesian-give-1,2537173482,Regularly,,,jakarta-indonesian-7
94829,jakarta-indonesian-give-1,2537254508,Regularly,,,
95007,jakarta-indonesian-give-1,2537323387,Never,,,
95096,jakarta-indonesian-give-1,2537337702,Never,,,
95185,jakarta-indonesian-give-1,2537355086,Never,,,
95274,jakarta-indonesian-give-1,2537383264,Never,,,
92773,jakarta-indonesian-give-1,2537388843,Never,,,
95367,jakarta-indonesian-give-1,2597386238,Regularly,,,
115052,jakarta-indonesian-give-1,11229214737,Never,,,
115155,jakarta-indonesian-give-1,11229595746,Never,,,
115334,jakarta-indonesian-give-1,11230050459,Never,,,
92567,jakarta-indonesian-get-obtain-1,2536502674,Never,,,
93152,jakarta-indonesian-get-obtain-1,2536565802,Never,,,
93416,jakarta-indonesian-get-obtain-1,2536611442,Never,,,
93503,jakarta-indonesian-get-obtain-1,2536636707,Never,,,
93679,jakarta-indonesian-get-obtain-1,2536679091,Never,,,
93944,jakarta-indonesian-get-obtain-1,2536862557,Never,,,
93028,jakarta-indonesian-get-obtain-1,2536890892,Never,,,
94211,jakarta-indonesian-get-obtain-1,2536965941,Never,,,
94299,jakarta-indonesian-get-obtain-1,2537041837,Never,,,
94386,jakarta-indonesian-get-obtain-1,2537065358,Never,,,
94474,jakarta-indonesian-get-obtain-1,2537076434,Never,,,
94562,jakarta-indonesian-get-obtain-1,2537123503,Never,,,
94651,jakarta-indonesian-get-obtain-1,2537138692,Regularly,,,
94740,jakarta-indonesian-get-obtain-1,2537173482,Never,,,
94830,jakarta-indonesian-get-obtain-1,2537254508,Never,,,
95008,jakarta-indonesian-get-obtain-1,2537323387,Regularly,,,jakarta-indonesian-58
92555,jakarta-indonesian-get-obtain-1,2537337702,Regularly,,,jakarta-indonesian-45
95186,jakarta-indonesian-get-obtain-1,2537355086,Never,,,
95275,jakarta-indonesian-get-obtain-1,2537383264,Regularly,,,
92774,jakarta-indonesian-get-obtain-1,2537388843,Never,,,
95368,jakarta-indonesian-get-obtain-1,2597386238,Never,,,
115053,jakarta-indonesian-get-obtain-1,11229214737,Never,,,
115156,jakarta-indonesian-get-obtain-1,11229595746,Never,,,
115335,jakarta-indonesian-get-obtain-1,11230050459,Regularly,,,
92568,jakarta-indonesian-steal-1,2536502674,Never,,,
93153,jakarta-indonesian-steal-1,2536565802,Regularly,,,
92515,jakarta-indonesian-steal-1,2536611442,Regularly,,,jakarta-indonesian-25
93504,jakarta-indonesian-steal-1,2536636707,Regularly,,,
93680,jakarta-indonesian-steal-1,2536679091,Regularly,,,
93945,jakarta-indonesian-steal-1,2536862557,Never,,,
93029,jakarta-indonesian-steal-1,2536890892,Never,,,
94212,jakarta-indonesian-steal-1,2536965941,Never,,,
94300,jakarta-indonesian-steal-1,2537041837,Never,,,
94387,jakarta-indonesian-steal-1,2537065358,Never,,,
94475,jakarta-indonesian-steal-1,2537076434,Never,,,
94563,jakarta-indonesian-steal-1,2537123503,Never,,,
94652,jakarta-indonesian-steal-1,2537138692,Regularly,,,
94741,jakarta-indonesian-steal-1,2537173482,Never,,,
94831,jakarta-indonesian-steal-1,2537254508,Never,,,
95009,jakarta-indonesian-steal-1,2537323387,Regularly,,,
95097,jakarta-indonesian-steal-1,2537337702,Never,,,
95187,jakarta-indonesian-steal-1,2537355086,Regularly,,,jakarta-indonesian-177
92557,jakarta-indonesian-steal-1,2537383264,Regularly,,,jakarta-indonesian-12
92775,jakarta-indonesian-steal-1,2537388843,Regularly,,,
95369,jakarta-indonesian-steal-1,2597386238,Regularly,,,
115054,jakarta-indonesian-steal-1,11229214737,Never,,,
115157,jakarta-indonesian-steal-1,11229595746,Never,,,
115336,jakarta-indonesian-steal-1,11230050459,Regularly,,,
92569,jakarta-indonesian-hide-1,2536502674,Never,,,
93154,jakarta-indonesian-hide-1,2536565802,Never,,,
93417,jakarta-indonesian-hide-1,2536611442,Never,,,
93505,jakarta-indonesian-hide-1,2536636707,Never,,,
93681,jakarta-indonesian-hide-1,2536679091,Regularly,,,
93946,jakarta-indonesian-hide-1,2536862557,Never,,,
93030,jakarta-indonesian-hide-1,2536890892,Never,,,
94213,jakarta-indonesian-hide-1,2536965941,Never,,,
94301,jakarta-indonesian-hide-1,2537041837,Never,,,
94388,jakarta-indonesian-hide-1,2537065358,Never,,,
94476,jakarta-indonesian-hide-1,2537076434,Never,,,
94564,jakarta-indonesian-hide-1,2537123503,Never,,,
94653,jakarta-indonesian-hide-1,2537138692,Never,,,
94742,jakarta-indonesian-hide-1,2537173482,Never,,,
94832,jakarta-indonesian-hide-1,2537254508,Never,,,
95010,jakarta-indonesian-hide-1,2537323387,Never,,,
95098,jakarta-indonesian-hide-1,2537337702,Never,,,
95188,jakarta-indonesian-hide-1,2537355086,Never,,,
95276,jakarta-indonesian-hide-1,2537383264,Never,,,
92776,jakarta-indonesian-hide-1,2537388843,Never,,,
95370,jakarta-indonesian-hide-1,2597386238,Never,,,
115055,jakarta-indonesian-hide-1,11229214737,Regularly,,,jakarta-indonesian-21
115158,jakarta-indonesian-hide-1,11229595746,Never,,,
115337,jakarta-indonesian-hide-1,11230050459,Never,,,
92570,jakarta-indonesian-tear-1,2536502674,Never,,,
93155,jakarta-indonesian-tear-1,2536565802,Regularly,,,
93418,jakarta-indonesian-tear-1,2536611442,Regularly,,,
93506,jakarta-indonesian-tear-1,2536636707,Regularly,,,
93682,jakarta-indonesian-tear-1,2536679091,Regularly,,,
93947,jakarta-indonesian-tear-1,2536862557,Never,,,
93031,jakarta-indonesian-tear-1,2536890892,Never,,,
94214,jakarta-indonesian-tear-1,2536965941,Never,,,
94302,jakarta-indonesian-tear-1,2537041837,Never,,,
94389,jakarta-indonesian-tear-1,2537065358,Never,,,
94477,jakarta-indonesian-tear-1,2537076434,Never,,,
94565,jakarta-indonesian-tear-1,2537123503,Never,,,
94654,jakarta-indonesian-tear-1,2537138692,Regularly,,,
94743,jakarta-indonesian-tear-1,2537173482,Never,,,
94833,jakarta-indonesian-tear-1,2537254508,Never,,,
95011,jakarta-indonesian-tear-1,2537323387,Never,,,
95099,jakarta-indonesian-tear-1,2537337702,Never,,,
95189,jakarta-indonesian-tear-1,2537355086,Never,,,
95277,jakarta-indonesian-tear-1,2537383264,Never,,,
92777,jakarta-indonesian-tear-1,2537388843,Regularly,,,
95371,jakarta-indonesian-tear-1,2597386238,Regularly,,,
115056,jakarta-indonesian-tear-1,11229214737,Regularly,,,
115159,jakarta-indonesian-tear-1,11229595746,Never,,,
115338,jakarta-indonesian-tear-1,11230050459,Regularly,,,
92571,jakarta-indonesian-wipe-1,2536502674,Never,,,
93156,jakarta-indonesian-wipe-1,2536565802,Regularly,,,
93419,jakarta-indonesian-wipe-1,2536611442,Regularly,,,
93507,jakarta-indonesian-wipe-1,2536636707,Regularly,,,
93683,jakarta-indonesian-wipe-1,2536679091,Regularly,,,
93948,jakarta-indonesian-wipe-1,2536862557,Never,,,
93032,jakarta-indonesian-wipe-1,2536890892,Never,,,
94215,jakarta-indonesian-wipe-1,2536965941,Never,,,
94303,jakarta-indonesian-wipe-1,2537041837,Never,,,
94390,jakarta-indonesian-wipe-1,2537065358,Never,,,
94478,jakarta-indonesian-wipe-1,2537076434,Never,,,
94566,jakarta-indonesian-wipe-1,2537123503,Never,,,
94655,jakarta-indonesian-wipe-1,2537138692,Regularly,,,
94744,jakarta-indonesian-wipe-1,2537173482,Never,,,
94834,jakarta-indonesian-wipe-1,2537254508,Never,,,
95012,jakarta-indonesian-wipe-1,2537323387,Never,,,
95100,jakarta-indonesian-wipe-1,2537337702,Never,,,
95190,jakarta-indonesian-wipe-1,2537355086,Never,,,
95278,jakarta-indonesian-wipe-1,2537383264,Never,,,
92778,jakarta-indonesian-wipe-1,2537388843,Regularly,,,
95372,jakarta-indonesian-wipe-1,2597386238,Never,,,
115057,jakarta-indonesian-wipe-1,11229214737,Never,,,
115160,jakarta-indonesian-wipe-1,11229595746,Never,,,
115339,jakarta-indonesian-wipe-1,11230050459,Never,,,
92572,jakarta-indonesian-cut-1,2536502674,Never,,,
93157,jakarta-indonesian-cut-1,2536565802,Regularly,,,
93420,jakarta-indonesian-cut-1,2536611442,Regularly,,,
93508,jakarta-indonesian-cut-1,2536636707,Never,,,
93684,jakarta-indonesian-cut-1,2536679091,Never,,,
93949,jakarta-indonesian-cut-1,2536862557,Never,,,
93033,jakarta-indonesian-cut-1,2536890892,Never,,,
94216,jakarta-indonesian-cut-1,2536965941,Never,,,
92526,jakarta-indonesian-cut-1,2537041837,Regularly,,,jakarta-indonesian-35
94391,jakarta-indonesian-cut-1,2537065358,Never,,,
94479,jakarta-indonesian-cut-1,2537076434,Never,,,
94567,jakarta-indonesian-cut-1,2537123503,Never,,,
94656,jakarta-indonesian-cut-1,2537138692,Regularly,,,
94745,jakarta-indonesian-cut-1,2537173482,Never,,,
94835,jakarta-indonesian-cut-1,2537254508,Never,,,
95013,jakarta-indonesian-cut-1,2537323387,Never,,,
95101,jakarta-indonesian-cut-1,2537337702,Never,,,
95191,jakarta-indonesian-cut-1,2537355086,Never,,,
95279,jakarta-indonesian-cut-1,2537383264,Never,,,
92779,jakarta-indonesian-cut-1,2537388843,Regularly,,,
95373,jakarta-indonesian-cut-1,2597386238,Regularly,,,
115058,jakarta-indonesian-cut-1,11229214737,Never,,,
115161,jakarta-indonesian-cut-1,11229595746,Never,,,
115340,jakarta-indonesian-cut-1,11230050459,Regularly,,,
92573,jakarta-indonesian-touch-1,2536502674,Never,,,
93158,jakarta-indonesian-touch-1,2536565802,Regularly,,,
93421,jakarta-indonesian-touch-1,2536611442,Regularly,,,
93509,jakarta-indonesian-touch-1,2536636707,Never,,,
93685,jakarta-indonesian-touch-1,2536679091,Never,,,
93950,jakarta-indonesian-touch-1,2536862557,Never,,,
93034,jakarta-indonesian-touch-1,2536890892,Never,,,
94217,jakarta-indonesian-touch-1,2536965941,Never,,,
94304,jakarta-indonesian-touch-1,2537041837,Never,,,
94392,jakarta-indonesian-touch-1,2537065358,Never,,,
94480,jakarta-indonesian-touch-1,2537076434,Never,,,
94568,jakarta-indonesian-touch-1,2537123503,Never,,,
94657,jakarta-indonesian-touch-1,2537138692,Never,,,
94746,jakarta-indonesian-touch-1,2537173482,Never,,,
94836,jakarta-indonesian-touch-1,2537254508,Never,,,
95014,jakarta-indonesian-touch-1,2537323387,Never,,,
95102,jakarta-indonesian-touch-1,2537337702,Never,,,
95192,jakarta-indonesian-touch-1,2537355086,Never,,,
95280,jakarta-indonesian-touch-1,2537383264,Never,,,
92780,jakarta-indonesian-touch-1,2537388843,Never,,,
95374,jakarta-indonesian-touch-1,2597386238,Never,,,
115059,jakarta-indonesian-touch-1,11229214737,Never,,,
115162,jakarta-indonesian-touch-1,11229595746,Never,,,
115341,jakarta-indonesian-touch-1,11230050459,Never,,,
92574,jakarta-indonesian-beat-1,2536502674,Never,,,
93159,jakarta-indonesian-beat-1,2536565802,Regularly,,,
93422,jakarta-indonesian-beat-1,2536611442,Regularly,,,
93510,jakarta-indonesian-beat-1,2536636707,Regularly,,,
93686,jakarta-indonesian-beat-1,2536679091,Regularly,,,
93951,jakarta-indonesian-beat-1,2536862557,Never,,,
93035,jakarta-indonesian-beat-1,2536890892,Never,,,
94218,jakarta-indonesian-beat-1,2536965941,Never,,,
94305,jakarta-indonesian-beat-1,2537041837,Never,,,
94393,jakarta-indonesian-beat-1,2537065358,Never,,,
94481,jakarta-indonesian-beat-1,2537076434,Never,,,
94569,jakarta-indonesian-beat-1,2537123503,Never,,,
94658,jakarta-indonesian-beat-1,2537138692,Never,,,
94747,jakarta-indonesian-beat-1,2537173482,Never,,,
94837,jakarta-indonesian-beat-1,2537254508,Never,,,
95015,jakarta-indonesian-beat-1,2537323387,Never,,,
95103,jakarta-indonesian-beat-1,2537337702,Never,,,
95193,jakarta-indonesian-beat-1,2537355086,Never,,,
95281,jakarta-indonesian-beat-1,2537383264,Never,,,
92781,jakarta-indonesian-beat-1,2537388843,Regularly,,,
95375,jakarta-indonesian-beat-1,2597386238,Never,,,
115060,jakarta-indonesian-beat-1,11229214737,Never,,,
115163,jakarta-indonesian-beat-1,11229595746,Never,,,
115342,jakarta-indonesian-beat-1,11230050459,Never,,,
92575,jakarta-indonesian-die-1,2536502674,Never,,,
93160,jakarta-indonesian-die-1,2536565802,Never,,,
93423,jakarta-indonesian-die-1,2536611442,Never,,,
93511,jakarta-indonesian-die-1,2536636707,Never,,,
93687,jakarta-indonesian-die-1,2536679091,Never,,,
93952,jakarta-indonesian-die-1,2536862557,Never,,,
93036,jakarta-indonesian-die-1,2536890892,Never,,,
94219,jakarta-indonesian-die-1,2536965941,Never,,,
94306,jakarta-indonesian-die-1,2537041837,Never,,,
94394,jakarta-indonesian-die-1,2537065358,Never,,,
94482,jakarta-indonesian-die-1,2537076434,Never,,,
94570,jakarta-indonesian-die-1,2537123503,Never,,,
94659,jakarta-indonesian-die-1,2537138692,Never,,,
94748,jakarta-indonesian-die-1,2537173482,Never,,,
94838,jakarta-indonesian-die-1,2537254508,Never,,,
95016,jakarta-indonesian-die-1,2537323387,Never,,,
95104,jakarta-indonesian-die-1,2537337702,Never,,,
95194,jakarta-indonesian-die-1,2537355086,Never,,,
95282,jakarta-indonesian-die-1,2537383264,Never,,,
92782,jakarta-indonesian-die-1,2537388843,Never,,,
95376,jakarta-indonesian-die-1,2597386238,Never,,,
115061,jakarta-indonesian-die-1,11229214737,Never,,,
115164,jakarta-indonesian-die-1,11229595746,Never,,,
115343,jakarta-indonesian-die-1,11230050459,Never,,,
92576,jakarta-indonesian-break-1,2536502674,Never,,,
93161,jakarta-indonesian-break-1,2536565802,Never,,,
93424,jakarta-indonesian-break-1,2536611442,Regularly,,,
93512,jakarta-indonesian-break-1,2536636707,Never,,,
93688,jakarta-indonesian-break-1,2536679091,Never,,,
93953,jakarta-indonesian-break-1,2536862557,Never,,,
93037,jakarta-indonesian-break-1,2536890892,Never,,,
94220,jakarta-indonesian-break-1,2536965941,Never,,,
94307,jakarta-indonesian-break-1,2537041837,Never,,,
94395,jakarta-indonesian-break-1,2537065358,Never,,,
94483,jakarta-indonesian-break-1,2537076434,Never,,,
94571,jakarta-indonesian-break-1,2537123503,Never,,,
94660,jakarta-indonesian-break-1,2537138692,Never,,,
94749,jakarta-indonesian-break-1,2537173482,Never,,,
94839,jakarta-indonesian-break-1,2537254508,Never,,,
95017,jakarta-indonesian-break-1,2537323387,Never,,,
95105,jakarta-indonesian-break-1,2537337702,Never,,,
95195,jakarta-indonesian-break-1,2537355086,Never,,,
95283,jakarta-indonesian-break-1,2537383264,Never,,,
92783,jakarta-indonesian-break-1,2537388843,Never,,,
95377,jakarta-indonesian-break-1,2597386238,Never,,,
115062,jakarta-indonesian-break-1,11229214737,Regularly,,,jakarta-indonesian-65
115165,jakarta-indonesian-break-1,11229595746,Never,,,
115344,jakarta-indonesian-break-1,11230050459,Never,,,
92577,jakarta-indonesian-build-1,2536502674,Never,,,
92938,jakarta-indonesian-build-1,2536565802,Regularly,,,
92941,jakarta-indonesian-build-1,2536611442,Regularly,,,
92942,jakarta-indonesian-build-1,2536636707,Regularly,,,
92944,jakarta-indonesian-build-1,2536679091,Regularly,,,
92947,jakarta-indonesian-build-1,2536862557,Never,,,
